Código Departamento,Código Municipio,Código Centro Poblado,Nombre Departamento,Nombre Municipio,Nombre Centro Poblado,Tipo Centro Poblado,Longitud,,Latitud,Distrito,Tipo de Municipio,Area Metropolitana
05,05887,05887004,ANTIOQUIA,YARUMAL,EL CEDRO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,359886972",,"7,1899945983",,MUNICIPIO,
05,05887,05887006,ANTIOQUIA,YARUMAL,OCHALÍ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,6115685339",,"7,00295450515",,MUNICIPIO,
05,05887,05887007,ANTIOQUIA,YARUMAL,LLANOS DE CUIVA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,4851772707",,"6,81575799148",,MUNICIPIO,
05,05887,05887009,ANTIOQUIA,YARUMAL,EL PUEBLITO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,3556920141",,"7,18158311531",,MUNICIPIO,
05,05887,05887021,ANTIOQUIA,YARUMAL,LA LOMA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,4517665748",,"6,99130009459",,MUNICIPIO,
05,05887,05887022,ANTIOQUIA,YARUMAL,MINA VIEJA,CASERÍO (CAS),"-75,4517665748",,"6,99130009459",,MUNICIPIO,
05,05890,05890000,ANTIOQUIA,YOLOMBÓ,YOLOMBÓ,CABECERA MUNICIPAL (CM),"-75,0135287985",,"6,59468858167",,MUNICIPIO,
05,05890,05890001,ANTIOQUIA,YOLOMBÓ,LA FLORESTA,CENTRO POBLADO (CP),"-74,8606023127",,"6,6380722752",,MUNICIPIO,
05,05890,05890004,ANTIOQUIA,YOLOMBÓ,EL RUBÍ,CENTRO POBLADO (CP),"-75,0299864327",,"6,64506874908",,MUNICIPIO,
05,05890,05890009,ANTIOQUIA,YOLOMBÓ,VILLANUEVA,CENTRO POBLADO (CP),"-74,9270621100141",,"6,6488591449035",,MUNICIPIO,
05,05893,05893000,ANTIOQUIA,YONDÓ,YONDO,CABECERA MUNICIPAL (CM),"-73,9098900752",,"7,00260352994",,MUNICIPIO,
05,05893,05893001,ANTIOQUIA,YONDÓ,CIENAGA BARBACOS - LA PUNTA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,1558053454661",,"6,9278762259957",,MUNICIPIO,
05,05893,05893002,ANTIOQUIA,YONDÓ,SAN LUIS BELTRÁN,CENTRO POBLADO (CP),"-74,1557190156",,"6,92793571306",,MUNICIPIO,
05,05893,05893003,ANTIOQUIA,YONDÓ,SAN MIGUEL DEL TIGRE,CENTRO POBLADO (CP),"-73,9472560702",,"7,08759780865",,MUNICIPIO,
05,05893,05893004,ANTIOQUIA,YONDÓ,CUATRO BOCAS,CENTRO POBLADO (CP),"-74,1557190156",,"6,92793571306",,MUNICIPIO,
05,05893,05893005,ANTIOQUIA,YONDÓ,BOCAS DE SAN FRANCISCO,CENTRO POBLADO (CP),"-74,1557190156",,"6,92793571306",,MUNICIPIO,
05,05893,05893008,ANTIOQUIA,YONDÓ,BAGRE,CENTRO POBLADO (CP),"-74,1557190156",,"6,92793571306",,MUNICIPIO,
05,05893,05893009,ANTIOQUIA,YONDÓ,BOCAS DE BARBACOAS,CENTRO POBLADO (CP),"-74,1557190156",,"6,92793571306",,MUNICIPIO,
05,05893,05893014,ANTIOQUIA,YONDÓ,PUERTO LOS MANGO,CENTRO POBLADO (CP),"-74,1557190156",,"6,92793571306",,MUNICIPIO,
05,05893,05893015,ANTIOQUIA,YONDÓ,PUERTO MATILDE,CENTRO POBLADO (CP),"-74,1557190156",,"6,92793571306",,MUNICIPIO,
05,05893,05893017,ANTIOQUIA,YONDÓ,PUERTO TOMAS,CENTRO POBLADO (CP),"-74,1557190156",,"6,92793571306",,MUNICIPIO,
05,05893,05893018,ANTIOQUIA,YONDÓ,PUERTO CASABE,CENTRO POBLADO (CP),"-74,155719",,"6,927936",,MUNICIPIO,
05,05893,05893019,ANTIOQUIA,YONDÓ,LA CONDOR,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,1558053454661",,"6,9278762259957",,MUNICIPIO,
05,05893,05893020,ANTIOQUIA,YONDÓ,LA RINCONADA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,1558053454661",,"6,9278762259957",,MUNICIPIO,
05,05895,05895000,ANTIOQUIA,ZARAGOZA,ZARAGOZA,CABECERA MUNICIPAL (CM),"-74,8679617402",,"7,488149672",,MUNICIPIO,
05,05895,05895003,ANTIOQUIA,ZARAGOZA,BUENOS AIRES,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8134674117",,"7,60673530219",,MUNICIPIO,
05,05895,05895004,ANTIOQUIA,ZARAGOZA,PATO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9231824208",,"7,49624350113",,MUNICIPIO,
05,05895,05895008,ANTIOQUIA,ZARAGOZA,VEGAS DE SEGOVIA,CASERÍO (CAS),"-75,0266936124",,"7,48690358459",,MUNICIPIO,
08,08001,08001000,ATLÁNTICO,BARRANQUILLA,BARRANQUILLA,CABECERA MUNICIPAL (CM),"-74,8187880943",,"10,9796493947","BARRANQUILLA, DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO.",MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08078,08078000,ATLÁNTICO,BARANOA,BARANOA,CABECERA MUNICIPAL (CM),"-74,9181077454",,"10,7899331958",,MUNICIPIO,
08,08078,08078001,ATLÁNTICO,BARANOA,CAMPECHE,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9138688303",,"10,726424271",,MUNICIPIO,
08,08078,08078002,ATLÁNTICO,BARANOA,PITAL,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9184532059",,"10,8418818787",,MUNICIPIO,
08,08078,08078003,ATLÁNTICO,BARANOA,SIBARCO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9753259022",,"10,8152959969",,MUNICIPIO,
08,08137,08137000,ATLÁNTICO,CAMPO DE LA CRUZ,CAMPO DE LA CRUZ,CABECERA MUNICIPAL (CM),"-74,8812519551",,"10,3786231059",,MUNICIPIO,
08,08137,08137001,ATLÁNTICO,CAMPO DE LA CRUZ,BOHÓRQUEZ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8339113177",,"10,4608205481",,MUNICIPIO,
08,08141,08141000,ATLÁNTICO,CANDELARIA,CANDELARIA,CABECERA MUNICIPAL (CM),"-74,8791248338",,"10,4591778633",,MUNICIPIO,
08,08141,08141001,ATLÁNTICO,CANDELARIA,SAN JOSÉ DEL CARRETAL,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9128734952",,"10,4396866288",,MUNICIPIO,
08,08141,08141002,ATLÁNTICO,CANDELARIA,BUENAVENTURA DE LEÑA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8781186248",,"10,5167775511",,MUNICIPIO,
08,08296,08296000,ATLÁNTICO,GALAPA,GALAPA,CABECERA MUNICIPAL (CM),"-74,8831352334",,"10,9042960533",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08296,08296001,ATLÁNTICO,GALAPA,PALUATO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9303204669",,"10,8756995711",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08372,08372000,ATLÁNTICO,JUAN DE ACOSTA,JUAN DE ACOSTA,CABECERA MUNICIPAL (CM),"-75,0321458392",,"10,8299007844",,MUNICIPIO,
08,08372,08372001,ATLÁNTICO,JUAN DE ACOSTA,BOCATOCINO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,2047536255",,"10,8163348835",,MUNICIPIO,
08,08372,08372002,ATLÁNTICO,JUAN DE ACOSTA,CHORRERA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0103260914",,"10,8008154975",,MUNICIPIO,
08,08372,08372003,ATLÁNTICO,JUAN DE ACOSTA,SAN JOSÉ DE SACO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0868056918",,"10,8041329615",,MUNICIPIO,
08,08372,08372004,ATLÁNTICO,JUAN DE ACOSTA,SANTA VERÓNICA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0774363081",,"10,8810947892",,MUNICIPIO,
08,08372,08372007,ATLÁNTICO,JUAN DE ACOSTA,URBANIZACIÓN PUNTA CANGREJO,CASERÍO (CAS),"-75,1263464023",,"10,8587369217",,MUNICIPIO,
08,08421,08421000,ATLÁNTICO,LURUACO,LURUACO,CABECERA MUNICIPAL (CM),"-75,1423516448",,"10,6108621963",,MUNICIPIO,
08,08421,08421001,ATLÁNTICO,LURUACO,ARROYO DE PIEDRA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,104543908",,"10,631119935",,MUNICIPIO,
08,08421,08421002,ATLÁNTICO,LURUACO,PALMAR DE CANDELARIA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,1497598137",,"10,6643902605",,MUNICIPIO,
08,08421,08421003,ATLÁNTICO,LURUACO,LOS PENDALES,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,2039943555",,"10,6185261094",,MUNICIPIO,
08,08421,08421004,ATLÁNTICO,LURUACO,SAN JUAN DE TOCAGUA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,1822687509",,"10,6372529351",,MUNICIPIO,
08,08421,08421005,ATLÁNTICO,LURUACO,SANTA CRUZ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,2128910168",,"10,5728763645",,MUNICIPIO,
08,08421,08421006,ATLÁNTICO,LURUACO,LOS LÍMITES,CASERÍO (CAS),"-75,2239300424",,"10,629584021",,MUNICIPIO,
08,08421,08421007,ATLÁNTICO,LURUACO,LA PUNTICA,CASERÍO (CAS),"-75,1632539249",,"10,6159244728",,MUNICIPIO,
08,08421,08421012,ATLÁNTICO,LURUACO,BARRIGÓN,CENTRO POBLADO (CP),"-75,1600129453",,"10,6338406409",,MUNICIPIO,
08,08421,08421013,ATLÁNTICO,LURUACO,SOCAVÓN,CASERÍO (CAS),"-75,1600129453",,"10,6338406409",,MUNICIPIO,
08,08433,08433000,ATLÁNTICO,MALAMBO,MALAMBO,CABECERA MUNICIPAL (CM),"-74,766488746",,"10,8346127213",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08433,08433001,ATLÁNTICO,MALAMBO,CARACOLÍ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8371478353",,"10,8598382266",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08433,08433004,ATLÁNTICO,MALAMBO,LA AGUADA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8448287025",,"10,8613251239",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08433,08433005,ATLÁNTICO,MALAMBO,PITALITO,CASERÍO (CAS),"-74,8411152764",,"10,8125654841",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08436,08436000,ATLÁNTICO,MANATÍ,MANATÍ,CABECERA MUNICIPAL (CM),"-74,9594114052",,"10,4470465577",,MUNICIPIO,
08,08436,08436001,ATLÁNTICO,MANATÍ,EL PORVENIR (LAS COMPUERTAS),CASERÍO (CAS),"-75,0729151248",,"10,4100686226",,MUNICIPIO,
08,08436,08436002,ATLÁNTICO,MANATÍ,VILLA JUANA,CASERÍO (CAS),"-74,9858020171099",,"10,4510929068397",,MUNICIPIO,
08,08520,08520000,ATLÁNTICO,PALMAR DE VARELA,PALMAR DE VARELA,CABECERA MUNICIPAL (CM),"-74,7537459302",,"10,740602082",,MUNICIPIO,
08,08520,08520001,ATLÁNTICO,PALMAR DE VARELA,BURRUSCOS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8222161062",,"10,6737881046",,MUNICIPIO,
08,08549,08549000,ATLÁNTICO,PIOJÓ,PIOJÓ,CABECERA MUNICIPAL (CM),"-75,1080656321",,"10,7492003136",,MUNICIPIO,
08,08549,08549001,ATLÁNTICO,PIOJÓ,AGUAS VIVAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0726955129",,"10,7358526835",,MUNICIPIO,
08,08549,08549002,ATLÁNTICO,PIOJÓ,EL CERRITO,CASERÍO (CAS),"-75,1439353034664",,"10,7403198534339",,MUNICIPIO,
08,08549,08549003,ATLÁNTICO,PIOJÓ,HIBACHARO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,1346667978",,"10,7153407226",,MUNICIPIO,
08,08549,08549004,ATLÁNTICO,PIOJÓ,PUNTA ASTILLEROS,CASERÍO (CAS),"-75,1439353034664",,"10,7403198534339",,MUNICIPIO,
08,08558,08558000,ATLÁNTICO,POLONUEVO,POLONUEVO,CABECERA MUNICIPAL (CM),"-74,8538865194",,"10,7769967553",,MUNICIPIO,
08,08558,08558001,ATLÁNTICO,POLONUEVO,PITAL DEL CARLÍN (PITALITO),CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8401336646",,"10,8112510343",,MUNICIPIO,
08,08560,08560000,ATLÁNTICO,PONEDERA,PONEDERA,CABECERA MUNICIPAL (CM),"-74,7493964437",,"10,6419178279",,MUNICIPIO,
08,08560,08560001,ATLÁNTICO,PONEDERA,LA RETIRADA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8381425774",,"10,6160017591",,MUNICIPIO,
08,08560,08560002,ATLÁNTICO,PONEDERA,MARTILLO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8302899503",,"10,6273888562",,MUNICIPIO,
08,08560,08560003,ATLÁNTICO,PONEDERA,PUERTO GIRALDO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8168272137",,"10,5049793785",,MUNICIPIO,
08,08560,08560004,ATLÁNTICO,PONEDERA,SANTA RITA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,7827682588",,"10,5959503353",,MUNICIPIO,
08,08560,08560007,ATLÁNTICO,PONEDERA,CASCAJAL,CASERÍO (CAS),"-74,7975611537",,"10,595311599",,MUNICIPIO,
08,08573,08573000,ATLÁNTICO,PUERTO COLOMBIA,PUERTO COLOMBIA,CABECERA MUNICIPAL (CM),"-74,9587617808",,"10,9855255232",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08573,08573002,ATLÁNTICO,PUERTO COLOMBIA,SALGAR,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9275461763",,"11,0246295738",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08573,08573003,ATLÁNTICO,PUERTO COLOMBIA,SABANILLA (MONTE CARMELO),CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9184493344",,"11,0428616635",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08606,08606000,ATLÁNTICO,REPELÓN,REPELÓN,CABECERA MUNICIPAL (CM),"-75,1245913597",,"10,4943070644",,MUNICIPIO,
08,08606,08606001,ATLÁNTICO,REPELÓN,ARROYO NEGRO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,1500883449",,"10,5704894661",,MUNICIPIO,
08,08606,08606002,ATLÁNTICO,REPELÓN,CIEN PESOS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,2201710551",,"10,5381333218",,MUNICIPIO,
08,08606,08606003,ATLÁNTICO,REPELÓN,LAS TABLAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,2222302745",,"10,5201376428",,MUNICIPIO,
08,08606,08606004,ATLÁNTICO,REPELÓN,ROTINET,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0666361184",,"10,5262956195",,MUNICIPIO,
08,08606,08606005,ATLÁNTICO,REPELÓN,VILLA ROSA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,1295564437",,"10,4111888401",,MUNICIPIO,
08,08606,08606006,ATLÁNTICO,REPELÓN,EL PORVENIR (LAS COMPUERTAS),CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0747734275",,"10,4103711084",,MUNICIPIO,
08,08606,08606009,ATLÁNTICO,REPELÓN,PITA,CASERÍO (CAS),"-75,1161282072775",,"10,5076646532839",,MUNICIPIO,
08,08634,08634000,ATLÁNTICO,SABANAGRANDE,SABANAGRANDE,CABECERA MUNICIPAL (CM),"-74,7568486996",,"10,7907678504",,MUNICIPIO,
08,08638,08638000,ATLÁNTICO,SABANALARGA,SABANALARGA,CABECERA MUNICIPAL (CM),"-74,9206251244",,"10,6338334111",,MUNICIPIO,
08,08638,08638001,ATLÁNTICO,SABANALARGA,AGUADA DE PABLO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0057304687",,"10,5221606412",,MUNICIPIO,
08,08638,08638002,ATLÁNTICO,SABANALARGA,CASCAJAL,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,8494704425",,"10,5977568314",,MUNICIPIO,
08,08638,08638003,ATLÁNTICO,SABANALARGA,COLOMBIA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0016268893",,"10,64092666",,MUNICIPIO,
08,08638,08638004,ATLÁNTICO,SABANALARGA,ISABEL LÓPEZ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0025595938",,"10,6756035171",,MUNICIPIO,
08,08638,08638005,ATLÁNTICO,SABANALARGA,LA PEÑA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0241899355",,"10,5829232726",,MUNICIPIO,
08,08638,08638006,ATLÁNTICO,SABANALARGA,MOLINERO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0426964709",,"10,6550955494",,MUNICIPIO,
08,08638,08638007,ATLÁNTICO,SABANALARGA,MIRADOR,CASERÍO (CAS),"-74,9233659894",,"10,5345730849",,MUNICIPIO,
08,08638,08638008,ATLÁNTICO,SABANALARGA,GALLEGO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,919417536",,"10,5523264934",,MUNICIPIO,
08,08638,08638010,ATLÁNTICO,SABANALARGA,PATILLA,CASERÍO (CAS),"-74,9195940353",,"10,5662623958",,MUNICIPIO,
08,08675,08675000,ATLÁNTICO,SANTA LUCÍA,SANTA LUCÍA,CABECERA MUNICIPAL (CM),"-74,9637240647",,"10,3262870931",,MUNICIPIO,
08,08675,08675001,ATLÁNTICO,SANTA LUCÍA,ALGODONAL,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9496010794",,"10,3491460063",,MUNICIPIO,
08,08685,08685000,ATLÁNTICO,SANTO TOMÁS,SANTO TOMÁS,CABECERA MUNICIPAL (CM),"-74,7524390475",,"10,7580629353",,MUNICIPIO,
08,08758,08758000,ATLÁNTICO,SOLEDAD,SOLEDAD,CABECERA MUNICIPAL (CM),"-74,7923421864",,"10,9056320841",,MUNICIPIO,AREA METROPOLITANA DE BARRANQUILLA
08,08770,08770000,ATLÁNTICO,SUAN,SUAN,CABECERA MUNICIPAL (CM),"-74,8801231433",,"10,3336984851",,MUNICIPIO,
08,08832,08832000,ATLÁNTICO,TUBARÁ,TUBARÁ,CABECERA MUNICIPAL (CM),"-74,9786114088",,"10,8739845528",,MUNICIPIO,
08,08832,08832001,ATLÁNTICO,TUBARÁ,CUATRO BOCAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9420559136",,"10,9220117533",,MUNICIPIO,
08,08832,08832002,ATLÁNTICO,TUBARÁ,EL MORRO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,0097122992",,"10,9411098138",,MUNICIPIO,
08,08832,08832003,ATLÁNTICO,TUBARÁ,GUAIMARAL,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9406092363",,"10,8732954522",,MUNICIPIO,
08,08832,08832004,ATLÁNTICO,TUBARÁ,JUARUCO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-74,9845088318",,"10,9295089653",,MUNICIPIO,
08,08832,08832007,ATLÁNTICO,TUBARÁ,CORRAL DE SAN LUIS,CENTRO POBLADO (CP),"-74,9827526909702",,"10,9060839764227",,MUNICIPIO,
08,08832,08832010,ATLÁNTICO,TUBARÁ,PLAYA MENDOZA,CASERÍO (CAS),"-75,0371795489",,"10,9024747877",,MUNICIPIO,
08,08832,08832011,ATLÁNTICO,TUBARÁ,PLAYAS DE EDRIMÁN,CASERÍO (CAS),"-75,0710964905",,"10,8856795285",,MUNICIPIO,
08,08832,08832012,ATLÁNTICO,TUBARÁ,VILLAS DE PALMARITO,CASERÍO (CAS),"-75,0509314395",,"10,8895571266",,MUNICIPIO,
08,08832,08832013,ATLÁNTICO,TUBARÁ,NUEVA ESPERANZA,CENTRO POBLADO (CP),"-74,9827526909702",,"10,9060839764227",,MUNICIPIO,
08,08832,08832014,ATLÁNTICO,TUBARÁ,PUNTA CAIMAN,CASERÍO (CAS),"-74,9827526909702",,"10,9060839764227",,MUNICIPIO,
08,08849,08849000,ATLÁNTICO,USIACURÍ,USIACURÍ,CABECERA MUNICIPAL (CM),"-74,9769331063",,"10,7427773208",,MUNICIPIO,
11,11001,11001000,"BOGOTÁ, D. C.","BOGOTÁ, D.C.","BOGOTÁ, D.C.",CABECERA MUNICIPAL (CM),"-74,1139187163",,"4,62457504964","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001002,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NAZARETH,CENTRO POBLADO (CP),"-74,1807673515",,"4,31463768818","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001007,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",PASQUILLA,CENTRO POBLADO (CP),"-74,1570945962",,"4,44339242765","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001008,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SAN JUAN,CENTRO POBLADO (CP),"-74,3148802719",,"4,02937427577","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001009,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",BETANIA,CENTRO POBLADO (CP),"-74,1807673515",,"4,31463768818","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001010,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",LA UNIÓN,CENTRO POBLADO (CP),"-74,1807673515",,"4,31463768818","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001011,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",MOCHUELO ALTO,CENTRO POBLADO (CP),"-74,1807673515",,"4,31463768818","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001012,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",CHORRILLOS,CENTRO POBLADO (CP),"-74,1807673515",,"4,31463768818","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001013,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",EL DESTINO,CENTRO POBLADO (CP),"-74,1807673515",,"4,31463768818","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001014,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",NUEVA GRANADA,CENTRO POBLADO (CP),"-74,1807673515",,"4,31463768818","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001015,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",QUIBA BAJO,CENTRO POBLADO (CP),"-74,1807673515",,"4,31463768818","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001016,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",SANTO DOMINGO,CENTRO POBLADO (CP),"-74,1808321360333",,"4,3145645638021","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
11,11001,11001017,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",TIERRA NUEVA,CENTRO POBLADO (CP),"-74,1808321360333",,"4,3145645638021","BOGOTÁ, DISTRITO CAPITAL.",MUNICIPIO,
13,13001,13001000,BOLÍVAR,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,CABECERA MUNICIPAL (CM),"-75,501229216",,"10,3988164844","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001001,BOLÍVAR,CARTAGENA DE INDIAS,ARROYO DE PIEDRA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,447628331",,"10,6090690183","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001002,BOLÍVAR,CARTAGENA DE INDIAS,ARROYO GRANDE,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,3477827881",,"10,6558739648","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001003,BOLÍVAR,CARTAGENA DE INDIAS,BARÚ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,6847152621",,"10,1420880412","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001004,BOLÍVAR,CARTAGENA DE INDIAS,BAYUNCA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,3910866139",,"10,5362409095","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001005,BOLÍVAR,CARTAGENA DE INDIAS,BOCACHICA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,5779740627",,"10,3271649142","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001006,BOLÍVAR,CARTAGENA DE INDIAS,CAÑO DEL ORO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,5448526619",,"10,3430372254","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001007,BOLÍVAR,CARTAGENA DE INDIAS,ISLA FUERTE,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,1790847797",,"9,38106321711","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001008,BOLÍVAR,CARTAGENA DE INDIAS,LA BOQUILLA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,4978469294",,"10,469283332","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001009,BOLÍVAR,CARTAGENA DE INDIAS,PASACABALLOS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,5188015995",,"10,285549476","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001010,BOLÍVAR,CARTAGENA DE INDIAS,PUNTA CANOA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,5004104595",,"10,5560289034","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001012,BOLÍVAR,CARTAGENA DE INDIAS,SANTA ANA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,5542651503",,"10,2389860998","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001013,BOLÍVAR,CARTAGENA DE INDIAS,TIERRA BOMBA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,573364064",,"10,3763071421","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
13,13001,13001014,BOLÍVAR,CARTAGENA DE INDIAS,PUNTA ARENA,CASERÍO (CAS),"-75,5456739785",,"10,3641946377","CARTAGENA DE INDIAS, DISTRITO TURÍSTICO, HISTÓRICO Y CULTURAL.",MUNICIPIO,
