Código Departamento,Código Municipio,Código Centro Poblado,Nombre Departamento,Nombre Municipio,Nombre Centro Poblado,Tipo Centro Poblado,Longitud,,Latitud,Distrito,Tipo de Municipio,Area Metropolitana
05,05001,05001000,ANTIOQUIA,MEDELLÍN,MEDELLÍN,CABECERA MUNICIPAL (CM),"-75,5770556256",,"6,24894080956",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001001,ANTIOQUIA,MEDELLÍN,PALMITAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,6885222715",,"6,34378017765",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001004,ANTIOQUIA,MEDELLÍN,SANTA ELENA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,4979390111",,"6,20992469483",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001009,ANTIOQUIA,MEDELLÍN,ALTAVISTA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,6234190623",,"6,22328325516",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001010,ANTIOQUIA,MEDELLÍN,AGUAS FRÍAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,6268960123",,"6,23365412467",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001012,ANTIOQUIA,MEDELLÍN,LA LOMA,CENTRO POBLADO (CP),"-75,6304966679",,"6,27128701168",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001013,ANTIOQUIA,MEDELLÍN,SAN JOSÉ DEL MANZANILLO,CENTRO POBLADO (CP),"-75,6133261609",,"6,20597935655",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001014,ANTIOQUIA,MEDELLÍN,BARRO BLANCO,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001015,ANTIOQUIA,MEDELLÍN,EL CERRO,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001017,ANTIOQUIA,MEDELLÍN,EL PATIO,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001018,ANTIOQUIA,MEDELLÍN,EL PLACER,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001019,ANTIOQUIA,MEDELLÍN,EL PLAN,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001022,ANTIOQUIA,MEDELLÍN,LA ALDEA,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001023,ANTIOQUIA,MEDELLÍN,LA CUCHILLA,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001025,ANTIOQUIA,MEDELLÍN,LA PALMA,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001027,ANTIOQUIA,MEDELLÍN,LAS PLAYAS,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001029,ANTIOQUIA,MEDELLÍN,PIEDRA GORDA,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001031,ANTIOQUIA,MEDELLÍN,POTRERITO,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001032,ANTIOQUIA,MEDELLÍN,TRAVESIAS,CENTRO POBLADO (CP),"-75,6421729715",,"6,28650348559",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001033,ANTIOQUIA,MEDELLÍN,URQUITA,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001035,ANTIOQUIA,MEDELLÍN,BOQUERÓN,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001039,ANTIOQUIA,MEDELLÍN,EL LLANO 1,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001040,ANTIOQUIA,MEDELLÍN,EL LLANO,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001048,ANTIOQUIA,MEDELLÍN,LA VERDE,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001052,ANTIOQUIA,MEDELLÍN,MATASANO,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001054,ANTIOQUIA,MEDELLÍN,MATASANO 2,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001055,ANTIOQUIA,MEDELLÍN,MAZO,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001056,ANTIOQUIA,MEDELLÍN,MAZO 1,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001057,ANTIOQUIA,MEDELLÍN,MEDIA LUNA,CENTRO POBLADO (CP),"-75,6114714857",,"6,2577320569",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05001,05001066,ANTIOQUIA,MEDELLÍN,LAS CAMELIAS,CENTRO POBLADO (CP),"-75,6114753152298",,"6,2576802496329",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05002,05002000,ANTIOQUIA,ABEJORRAL,ABEJORRAL,CABECERA MUNICIPAL (CM),"-75,4289204217",,"5,78953996024",,MUNICIPIO,
05,05002,05002002,ANTIOQUIA,ABEJORRAL,PANTANILLO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,494044119",,"5,72983675609",,MUNICIPIO,
05,05002,05002004,ANTIOQUIA,ABEJORRAL,NARANJAL,CASERÍO (CAS),"-75,4384982727466",,"5,8038489513319",,MUNICIPIO,
05,05002,05002016,ANTIOQUIA,ABEJORRAL,LAS CANOAS,CENTRO POBLADO (CP),"-75,438484691",,"5,8039012426",,MUNICIPIO,
05,05004,05004000,ANTIOQUIA,ABRIAQUÍ,ABRIAQUÍ,CABECERA MUNICIPAL (CM),"-76,0631582653",,"6,6339560277",,MUNICIPIO,
05,05004,05004003,ANTIOQUIA,ABRIAQUÍ,POTREROS SECTOR 1,CASERÍO (CAS),"-76,08520784918",,"6,6252349474605",,MUNICIPIO,
05,05021,05021000,ANTIOQUIA,ALEJANDRÍA,ALEJANDRÍA,CABECERA MUNICIPAL (CM),"-75,1430974124",,"6,37447380153",,MUNICIPIO,
05,05030,05030000,ANTIOQUIA,AMAGÁ,AMAGÁ,CABECERA MUNICIPAL (CM),"-75,7017624652",,"6,03583351331",,MUNICIPIO,
05,05030,05030001,ANTIOQUIA,AMAGÁ,CAMILO C,CENTRO POBLADO (CP),"-75,7021668673",,"6,01944066947",,MUNICIPIO,
05,05030,05030003,ANTIOQUIA,AMAGÁ,LA CLARITA,CENTRO POBLADO (CP),"-75,6987426974",,"6,06775338867",,MUNICIPIO,
05,05030,05030004,ANTIOQUIA,AMAGÁ,LA FERREIRA,CASERÍO (CAS),"-75,7076638080808",,"6,0326518277961",,MUNICIPIO,
05,05030,05030005,ANTIOQUIA,AMAGÁ,LA GUALÍ,CASERÍO (CAS),"-75,7076638080808",,"6,0326518277961",,MUNICIPIO,
05,05030,05030006,ANTIOQUIA,AMAGÁ,PIEDECUESTA,CASERÍO (CAS),"-75,7076638080808",,"6,0326518277961",,MUNICIPIO,
05,05030,05030011,ANTIOQUIA,AMAGÁ,MINAS,CENTRO POBLADO (CP),"-75,707655281",,"6,03270280909",,MUNICIPIO,
05,05030,05030012,ANTIOQUIA,AMAGÁ,CAMILO C - ALTO DE LA VIRGEN,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,7076638080808",,"6,0326518277961",,MUNICIPIO,
05,05030,05030013,ANTIOQUIA,AMAGÁ,PIEDECUESTA - MANI DE LAS CASAS,CASERÍO (CAS),"-75,7076638080808",,"6,0326518277961",,MUNICIPIO,
05,05031,05031000,ANTIOQUIA,AMALFI,AMALFI,CABECERA MUNICIPAL (CM),"-75,073147584",,"6,90887428957",,MUNICIPIO,
05,05031,05031004,ANTIOQUIA,AMALFI,PORTACHUELO,CENTRO POBLADO (CP),"-74,9267035764",,"6,79990859207",,MUNICIPIO,
05,05034,05034000,ANTIOQUIA,ANDES,ANDES,CABECERA MUNICIPAL (CM),"-75,879251019",,"5,65688469544",,MUNICIPIO,
05,05034,05034001,ANTIOQUIA,ANDES,BUENOS AIRES,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,8354005131",,"5,68293717855",,MUNICIPIO,
05,05034,05034003,ANTIOQUIA,ANDES,SAN JOSÉ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,8703805479",,"5,73709430186",,MUNICIPIO,
05,05034,05034006,ANTIOQUIA,ANDES,SANTA RITA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9165946098",,"5,61335973943",,MUNICIPIO,
05,05034,05034007,ANTIOQUIA,ANDES,TAPARTÓ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9632492036",,"5,70116104654",,MUNICIPIO,
05,05034,05034012,ANTIOQUIA,ANDES,SANTA INÉS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9007771439",,"5,56347456019",,MUNICIPIO,
05,05034,05034014,ANTIOQUIA,ANDES,SAN BARTOLO,CENTRO POBLADO (CP),"-75,9370384185",,"5,62530137685",,MUNICIPIO,
05,05034,05034015,ANTIOQUIA,ANDES,LA CHAPARRALA-LA UNIÓN,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9370384185",,"5,62530137685",,MUNICIPIO,
05,05036,05036000,ANTIOQUIA,ANGELÓPOLIS,ANGELÓPOLIS,CABECERA MUNICIPAL (CM),"-75,708330776",,"6,11188033761",,MUNICIPIO,
05,05036,05036001,ANTIOQUIA,ANGELÓPOLIS,LA ESTACIÓN,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,7162269464",,"6,12070971257",,MUNICIPIO,
05,05036,05036006,ANTIOQUIA,ANGELÓPOLIS,SANTA RITA,CASERÍO (CAS),"-75,7162355918906",,"6,1206587215412",,MUNICIPIO,
05,05036,05036011,ANTIOQUIA,ANGELÓPOLIS,CIENAGUITA,CASERÍO (CAS),"-75,7162269464",,"6,12070971257",,MUNICIPIO,
05,05038,05038000,ANTIOQUIA,ANGOSTURA,ANGOSTURA,CABECERA MUNICIPAL (CM),"-75,3349479888",,"6,88536619294",,MUNICIPIO,
05,05038,05038008,ANTIOQUIA,ANGOSTURA,LLANOS DE CUIBA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,4826351173",,"6,81564842697",,MUNICIPIO,
05,05040,05040000,ANTIOQUIA,ANORÍ,ANORÍ,CABECERA MUNICIPAL (CM),"-75,1483999002",,"7,07800833332",,MUNICIPIO,
05,05040,05040002,ANTIOQUIA,ANORÍ,LIBERIA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,1084892603",,"7,1932116063",,MUNICIPIO,
05,05040,05040003,ANTIOQUIA,ANORÍ,MONTEFRÍO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,1084892603",,"7,1932116063",,MUNICIPIO,
05,05040,05040004,ANTIOQUIA,ANORÍ,SANTO DOMINGO,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,1084892603",,"7,1932116063",,MUNICIPIO,
05,05040,05040005,ANTIOQUIA,ANORÍ,CRISTALINAS,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,1084892603",,"7,1932116063",,MUNICIPIO,
05,05040,05040006,ANTIOQUIA,ANORÍ,LAS NIEVES,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,1084892603",,"7,1932116063",,MUNICIPIO,
05,05042,05042000,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,CABECERA MUNICIPAL (CM),"-75,8272323818",,"6,5582689862",,MUNICIPIO,
05,05042,05042002,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,LAURELES,CASERÍO (CAS),"-75,9488557771",,"6,48762524205",,MUNICIPIO,
05,05042,05042006,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,EL PESCADO,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,9028417824",,"6,53313537878",,MUNICIPIO,
05,05042,05042007,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,SABANAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9028417824",,"6,53313537878",,MUNICIPIO,
05,05042,05042008,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,KILOMETRO 2,CASERÍO (CAS),"-75,9028490487478",,"6,5330799619284",,MUNICIPIO,
05,05042,05042009,ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,PASO REAL,CASERÍO (CAS),"-75,9028490487478",,"6,5330799619284",,MUNICIPIO,
05,05044,05044000,ANTIOQUIA,ANZÁ,ANZÁ,CABECERA MUNICIPAL (CM),"-75,853713332",,"6,30223046843",,MUNICIPIO,
05,05044,05044001,ANTIOQUIA,ANZÁ,GUINTAR,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9581168271",,"6,30240614298",,MUNICIPIO,
05,05044,05044005,ANTIOQUIA,ANZÁ,LA CEJITA,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,9165665957",,"6,29493929612",,MUNICIPIO,
05,05044,05044006,ANTIOQUIA,ANZÁ,LA HIGUINA,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,9165665957",,"6,29493929612",,MUNICIPIO,
05,05045,05045000,ANTIOQUIA,APARTADÓ,APARTADÓ,CABECERA MUNICIPAL (CM),"-76,6261859724",,"7,88271669622",,MUNICIPIO,
05,05045,05045001,ANTIOQUIA,APARTADÓ,SAN JOSÉ DE APARTADÓ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,5841411358",,"7,86477116251",,MUNICIPIO,
05,05045,05045002,ANTIOQUIA,APARTADÓ,CHURIDÓ,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,6655914543",,"7,8665259331",,MUNICIPIO,
05,05045,05045003,ANTIOQUIA,APARTADÓ,ZUNGO CARRETERA,CENTRO POBLADO (CP),"-76,6483548673",,"7,82510027436",,MUNICIPIO,
05,05045,05045007,ANTIOQUIA,APARTADÓ,LOS NARANJALES,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,7129336587",,"7,81945899111",,MUNICIPIO,
05,05045,05045008,ANTIOQUIA,APARTADÓ,VIJAGUAL,CENTRO POBLADO (CP),"-76,6559704511",,"7,789170376",,MUNICIPIO,
05,05045,05045009,ANTIOQUIA,APARTADÓ,EL REPOSO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,6533471632",,"7,79964077099",,MUNICIPIO,
05,05045,05045010,ANTIOQUIA,APARTADÓ,BAJO DEL OSO,CENTRO POBLADO (CP),"-76,5658229083157",,"7,8959308221284",,MUNICIPIO,
05,05045,05045011,ANTIOQUIA,APARTADÓ,EL SALVADOR,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,6501136291",,"7,87571418175",,MUNICIPIO,
05,05045,05045014,ANTIOQUIA,APARTADÓ,PUERTO GIRON,CENTRO POBLADO (CP),"-76,7374646729",,"7,90544377636",,MUNICIPIO,
05,05045,05045015,ANTIOQUIA,APARTADÓ,LOMA VERDE,CENTRO POBLADO (CP),"-76,5658229083157",,"7,8959308221284",,MUNICIPIO,
05,05045,05045016,ANTIOQUIA,APARTADÓ,SAN PABLO,CENTRO POBLADO (CP),"-76,5658229083157",,"7,8959308221284",,MUNICIPIO,
05,05051,05051000,ANTIOQUIA,ARBOLETES,ARBOLETES,CABECERA MUNICIPAL (CM),"-76,4266804048",,"8,85000626596",,MUNICIPIO,
05,05051,05051001,ANTIOQUIA,ARBOLETES,BUENOS AIRES,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,2832076292",,"8,61148667944",,MUNICIPIO,
05,05051,05051003,ANTIOQUIA,ARBOLETES,EL CARMELO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,3818549345",,"8,61620997673",,MUNICIPIO,
05,05051,05051005,ANTIOQUIA,ARBOLETES,LAS NARANJITAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,3328056004",,"8,52851719925",,MUNICIPIO,
05,05051,05051008,ANTIOQUIA,ARBOLETES,EL YESO,CASERÍO (CAS),"-76,4762851232",,"8,61673476431",,MUNICIPIO,
05,05051,05051009,ANTIOQUIA,ARBOLETES,LA TRINIDAD,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,5114604792",,"8,62507705622",,MUNICIPIO,
05,05051,05051010,ANTIOQUIA,ARBOLETES,LAS PLATAS (SANTAFÉ),CABECERA INSPECCIÓN DE POLICÍA (IP),"-76,4410104344",,"8,58131203977",,MUNICIPIO,
05,05051,05051011,ANTIOQUIA,ARBOLETES,LA CANDELARIA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,4533727039",,"8,65791794635",,MUNICIPIO,
05,05051,05051014,ANTIOQUIA,ARBOLETES,EL GUADUAL,CASERÍO (CAS),"-76,3845190801",,"8,48656676709",,MUNICIPIO,
05,05055,05055000,ANTIOQUIA,ARGELIA,ARGELIA,CABECERA MUNICIPAL (CM),"-75,1391944342",,"5,73036774762",,MUNICIPIO,
05,05059,05059000,ANTIOQUIA,ARMENIA,ARMENIA,CABECERA MUNICIPAL (CM),"-75,7865604641",,"6,15581919451",,MUNICIPIO,
05,05059,05059001,ANTIOQUIA,ARMENIA,LA HERRADURA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,8068022813",,"6,14607001102",,MUNICIPIO,
05,05059,05059003,ANTIOQUIA,ARMENIA,EL SOCORRO,CASERÍO (CAS),"-75,8099570853",,"6,16370350909",,MUNICIPIO,
05,05059,05059006,ANTIOQUIA,ARMENIA,FILO SECO,CENTRO POBLADO (CP),"-75,8099570853",,"6,16370350909",,MUNICIPIO,
05,05059,05059009,ANTIOQUIA,ARMENIA,PALMICHAL,CENTRO POBLADO (CP),"-75,8099570853",,"6,16370350909",,MUNICIPIO,
05,05079,05079000,ANTIOQUIA,BARBOSA,BARBOSA,CABECERA MUNICIPAL (CM),"-75,3338190533",,"6,43798866193",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079001,ANTIOQUIA,BARBOSA,HATILLO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,3942505258",,"6,41103700373",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079005,ANTIOQUIA,BARBOSA,PLATANITO,CENTRO POBLADO (CP),"-75,3298569798758",,"6,4429302672147",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079008,ANTIOQUIA,BARBOSA,IZASA,CENTRO POBLADO (CP),"-75,3298569798758",,"6,4429302672147",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079014,ANTIOQUIA,BARBOSA,POPALITO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,3298449548",,"6,44298116682",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079016,ANTIOQUIA,BARBOSA,YARUMITO,CENTRO POBLADO (CP),"-75,3298449548",,"6,44298116682",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079017,ANTIOQUIA,BARBOSA,TABLAZO HATILLO,CENTRO POBLADO (CP),"-75,3298449548",,"6,44298116682",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079018,ANTIOQUIA,BARBOSA,EL PARAISO,CENTRO POBLADO (CP),"-75,3298569798758",,"6,4429302672147",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079019,ANTIOQUIA,BARBOSA,EL SALADITO,CENTRO POBLADO (CP),"-75,3298569798758",,"6,4429302672147",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079020,ANTIOQUIA,BARBOSA,LOMITA 1,CENTRO POBLADO (CP),"-75,3298569798758",,"6,4429302672147",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079021,ANTIOQUIA,BARBOSA,LOMITA 2,CENTRO POBLADO (CP),"-75,3298569798758",,"6,4429302672147",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079022,ANTIOQUIA,BARBOSA,PRIMAVERA,CENTRO POBLADO (CP),"-75,3298569798758",,"6,4429302672147",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05079,05079023,ANTIOQUIA,BARBOSA,TAMBORCITO,CENTRO POBLADO (CP),"-75,3298569798758",,"6,4429302672147",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05086,05086000,ANTIOQUIA,BELMIRA,BELMIRA,CABECERA MUNICIPAL (CM),"-75,6682148634",,"6,60617594414",,MUNICIPIO,
05,05086,05086001,ANTIOQUIA,BELMIRA,LABORES,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,6122319659",,"6,70940075577",,MUNICIPIO,
05,05086,05086003,ANTIOQUIA,BELMIRA,RÍO ARRIBA,CENTRO POBLADO (CP),"-75,6536910248635",,"6,6543594398726",,MUNICIPIO,
05,05088,05088000,ANTIOQUIA,BELLO,BELLO,CABECERA MUNICIPAL (CM),"-75,5544475761",,"6,33378556247",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05088,05088008,ANTIOQUIA,BELLO,POTRERITO,CASERÍO (CAS),"-75,5879182343927",,"6,3569281240168",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05088,05088013,ANTIOQUIA,BELLO,SAN FÉLIX,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,6086295074",,"6,34021555851",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05088,05088018,ANTIOQUIA,BELLO,EL PINAR,CENTRO POBLADO (CP),"-75,5328383438",,"6,30276410262",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05088,05088020,ANTIOQUIA,BELLO,EL ALBERGUE,CENTRO POBLADO (CP),"-75,5373307971",,"6,3073979663",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05088,05088022,ANTIOQUIA,BELLO,LA CHINA,CENTRO POBLADO (CP),"-75,5879096629",,"6,35697925164",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05088,05088023,ANTIOQUIA,BELLO,LA UNIÓN,CENTRO POBLADO (CP),"-75,5879096629",,"6,35697925164",,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
05,05091,05091000,ANTIOQUIA,BETANIA,BETANIA,CABECERA MUNICIPAL (CM),"-75,9817693681",,"5,74921425848",,MUNICIPIO,
05,05091,05091003,ANTIOQUIA,BETANIA,SAN LUIS,CENTRO POBLADO (CP),"-75,9859642952",,"5,72788049258",,MUNICIPIO,
05,05093,05093000,ANTIOQUIA,BETULIA,BETULIA,CABECERA MUNICIPAL (CM),"-75,9841907479",,"6,10909980708",,MUNICIPIO,
05,05093,05093001,ANTIOQUIA,BETULIA,ALTAMIRA,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9519793085",,"6,22065743026",,MUNICIPIO,
05,05101,05101000,ANTIOQUIA,CIUDAD BOLÍVAR,CIUDAD BOLÍVAR,CABECERA MUNICIPAL (CM),"-76,0133228121",,"5,84651700067",,MUNICIPIO,
05,05101,05101002,ANTIOQUIA,CIUDAD BOLÍVAR,SAN BERNARDO DE LOS FARALLONES,CABECERA CORREGIMIENTO MUNICIPAL (C),"-76,0291746078",,"5,80173234722",,MUNICIPIO,
05,05101,05101006,ANTIOQUIA,CIUDAD BOLÍVAR,ALFONSO LÓPEZ (SAN GREGORIO),CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9721459321",,"5,89937909966",,MUNICIPIO,
05,05101,05101008,ANTIOQUIA,CIUDAD BOLÍVAR,VILLA ALEGRÍA,CENTRO POBLADO (CP),"-76,0134336087",,"5,7852716407",,MUNICIPIO,
05,05101,05101010,ANTIOQUIA,CIUDAD BOLÍVAR,EL CABRERO-BOLÍVAR ARRIBA,CENTRO POBLADO (CP),"-76,0108917758226",,"5,8393997548606",,MUNICIPIO,
05,05107,05107000,ANTIOQUIA,BRICEÑO,BRICEÑO,CABECERA MUNICIPAL (CM),"-75,550660382",,"7,11279053594",,MUNICIPIO,
05,05107,05107001,ANTIOQUIA,BRICEÑO,BERLÍN (PUEBLO NUEVO),CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,5635370024",,"7,11087387732",,MUNICIPIO,
05,05107,05107002,ANTIOQUIA,BRICEÑO,EL ROBLAL,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,5635370024",,"7,11087387732",,MUNICIPIO,
05,05107,05107003,ANTIOQUIA,BRICEÑO,LAS AURAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,5152167078",,"7,19378938443",,MUNICIPIO,
05,05107,05107004,ANTIOQUIA,BRICEÑO,TRAVESIAS,CASERÍO (CAS),"-75,5635481711774",,"7,1108182567411",,MUNICIPIO,
05,05113,05113000,ANTIOQUIA,BURITICÁ,BURITICÁ,CABECERA MUNICIPAL (CM),"-75,9062641102",,"6,71988421942",,MUNICIPIO,
05,05113,05113001,ANTIOQUIA,BURITICÁ,EL NARANJO,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,9125258222",,"6,8099834054",,MUNICIPIO,
05,05113,05113002,ANTIOQUIA,BURITICÁ,GUARCO,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,9125258222",,"6,8099834054",,MUNICIPIO,
05,05113,05113003,ANTIOQUIA,BURITICÁ,TABACAL,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9145648104",,"6,80490148343",,MUNICIPIO,
05,05113,05113004,ANTIOQUIA,BURITICÁ,URARCO,CABECERA CORREGIMIENTO MUNICIPAL (C),"-75,9125258222",,"6,8099834054",,MUNICIPIO,
05,05113,05113005,ANTIOQUIA,BURITICÁ,LA ANGELINA,CABECERA INSPECCIÓN DE POLICÍA (IP),"-75,9125258222",,"6,8099834054",,MUNICIPIO,
